zip_code_tabulation_area,City,State,County,DMA
36640,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36641,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36644,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36652,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36660,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36663,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36670,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36671,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36675,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36685,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36688,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36689,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36690,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36691,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36693,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36695,Mobile,AL,Mobile,"MOBILE PENSACOLA, ALABAMA "
36701,Selma,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36702,Selma,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36703,Selma,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36720,Alberta,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36721,Annemanie,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36722,Arlington,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36723,Boykin,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36726,Camden,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36727,Campbell,AL,Clarke,"MOBILE PENSACOLA, ALABAMA "
36728,Catherine,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36732,Demopolis,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36736,Dixons Mills,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36738,Faunsdale,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36740,Forkland,AL,Greene,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36741,Furman,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36742,Gallion,AL,Hale,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36744,Greensboro,AL,Hale,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36745,Jefferson,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36748,Linden,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36749,Jones,AL,Autauga,"MONTGOMERY SELMA, ALABAMA"
36750,Maplesville,AL,Chilton,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36751,Lower Peach Tree,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36752,Lowndesboro,AL,Lowndes,"MONTGOMERY SELMA, ALABAMA"
36753,Mc Williams,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36754,Magnolia,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36756,Marion,AL,Perry,"MONTGOMERY SELMA, ALABAMA"
36758,Plantersville,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36759,Marion Junction,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36761,Minter,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36762,Morvin,AL,Clarke,"MOBILE PENSACOLA, ALABAMA "
36763,Myrtlewood,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36764,Nanafalia,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36765,Newbern,AL,Hale,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36766,Oak Hill,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36767,Orrville,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36768,Pine Apple,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36769,Pine Hill,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36773,Safford,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36775,Sardis,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36776,Sawyerville,AL,Hale,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36778,Snow Hill,AL,Wilcox,"MONTGOMERY SELMA, ALABAMA"
36779,Sprott,AL,Perry,"MONTGOMERY SELMA, ALABAMA"
36782,Sweet Water,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36783,Thomaston,AL,Marengo,"MONTGOMERY SELMA, ALABAMA"
36784,Thomasville,AL,Clarke,"MOBILE PENSACOLA, ALABAMA "
36785,Tyler,AL,Dallas,"MONTGOMERY SELMA, ALABAMA"
36786,Uniontown,AL,Perry,"MONTGOMERY SELMA, ALABAMA"
36790,Stanton,AL,Chilton,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36792,Randolph,AL,Bibb,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36793,Lawley,AL,Bibb,"BIRMINGHAM ANNISTON TUSCALOOSA, ALABAMA"
36801,Opelika,AL,Lee,"COLUMBUS, GEORGIA"
36802,Opelika,AL,Lee,"COLUMBUS, GEORGIA"
36803,Opelika,AL,Lee,"COLUMBUS, GEORGIA"
36804,Opelika,AL,Lee,"COLUMBUS, GEORGIA"
36830,Auburn,AL,Lee,"COLUMBUS, GEORGIA"
36831,Auburn,AL,Lee,"COLUMBUS, GEORGIA"
36832,Auburn,AL,Lee,"COLUMBUS, GEORGIA"
36849,Auburn University,AL,Lee,"COLUMBUS, GEORGIA"
36850,Camp Hill,AL,Tallapoosa,"MONTGOMERY SELMA, ALABAMA"
36851,Cottonton,AL,Russell,"COLUMBUS, GEORGIA"
36852,Cusseta,AL,Chambers,"COLUMBUS, GEORGIA"
36853,Dadeville,AL,Tallapoosa,"MONTGOMERY SELMA, ALABAMA"
36854,Valley,AL,Chambers,"COLUMBUS, GEORGIA"
36855,Five Points,AL,Chambers,"COLUMBUS, GEORGIA"
36856,Fort Mitchell,AL,Russell,"COLUMBUS, GEORGIA"
36858,Hatchechubbee,AL,Russell,"COLUMBUS, GEORGIA"
36859,Holy Trinity,AL,Russell,"COLUMBUS, GEORGIA"
36860,Hurtsboro,AL,Russell,"COLUMBUS, GEORGIA"
36861,Jacksons Gap,AL,Tallapoosa,"MONTGOMERY SELMA, ALABAMA"
36862,Lafayette,AL,Chambers,"COLUMBUS, GEORGIA"
36863,Lanett,AL,Chambers,"COLUMBUS, GEORGIA"
36865,Loachapoka,AL,Lee,"COLUMBUS, GEORGIA"
36866,Notasulga,AL,Macon,"MONTGOMERY SELMA, ALABAMA"
36867,Phenix City,AL,Russell,"COLUMBUS, GEORGIA"
36868,Phenix City,AL,Russell,"COLUMBUS, GEORGIA"
36869,Phenix City,AL,Russell,"COLUMBUS, GEORGIA"
36870,Phenix City,AL,Russell,"COLUMBUS, GEORGIA"
36871,Pittsview,AL,Russell,"COLUMBUS, GEORGIA"
36872,Valley,AL,Lee,"COLUMBUS, GEORGIA"
36874,Salem,AL,Lee,"COLUMBUS, GEORGIA"
36875,Seale,AL,Russell,"COLUMBUS, GEORGIA"
36877,Smiths,AL,Lee,"COLUMBUS, GEORGIA"
36879,Waverly,AL,Lee,"COLUMBUS, GEORGIA"
36901,Bellamy,AL,Sumter,"MERIDIAN, MISSISSIPPI"
36904,Butler,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36906,Cromwell,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36907,Cuba,AL,Sumter,"MERIDIAN, MISSISSIPPI"
36908,Gilbertown,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36910,Jachin,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36912,Lisman,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36913,Melvin,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36915,Needham,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36916,Pennington,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36919,Silas,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36921,Toxey,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36922,Ward,AL,Choctaw,"MERIDIAN, MISSISSIPPI"
36925,York,AL,Sumter,"MERIDIAN, MISSISSIPPI"
37010,Adams,TN,Robertson,NASHVILLE TENNESSEE
37011,Antioch,TN,Davidson,NASHVILLE TENNESSEE
37012,Alexandria,TN,Dekalb,NASHVILLE TENNESSEE
37013,Antioch,TN,Davidson,NASHVILLE TENNESSEE
37014,Arrington,TN,Williamson,NASHVILLE TENNESSEE
37015,Ashland City,TN,Cheatham,NASHVILLE TENNESSEE
37016,Auburntown,TN,Cannon,NASHVILLE TENNESSEE
37018,Beechgrove,TN,Coffee,NASHVILLE TENNESSEE
37019,Belfast,TN,Marshall,NASHVILLE TENNESSEE
37020,Bell Buckle,TN,Bedford,NASHVILLE TENNESSEE
37022,Bethpage,TN,Sumner,NASHVILLE TENNESSEE
37023,Big Rock,TN,Stewart,NASHVILLE TENNESSEE
37024,Brentwood,TN,Williamson,NASHVILLE TENNESSEE
37025,Bon Aqua,TN,Hickman,NASHVILLE TENNESSEE
37026,Bradyville,TN,Cannon,NASHVILLE TENNESSEE
37027,Brentwood,TN,Williamson,NASHVILLE TENNESSEE
37028,Bumpus Mills,TN,Stewart,NASHVILLE TENNESSEE
37029,Burns,TN,Dickson,NASHVILLE TENNESSEE
37030,Carthage,TN,Smith,NASHVILLE TENNESSEE
37031,Castalian Springs,TN,Sumner,NASHVILLE TENNESSEE
37032,Cedar Hill,TN,Robertson,NASHVILLE TENNESSEE
37033,Centerville,TN,Hickman,NASHVILLE TENNESSEE
37034,Chapel Hill,TN,Marshall,NASHVILLE TENNESSEE
37035,Chapmansboro,TN,Cheatham,NASHVILLE TENNESSEE
37036,Charlotte,TN,Dickson,NASHVILLE TENNESSEE
37037,Christiana,TN,Rutherford,NASHVILLE TENNESSEE
37040,Clarksville,TN,Montgomery,NASHVILLE TENNESSEE
37041,Clarksville,TN,Montgomery,NASHVILLE TENNESSEE
37042,Clarksville,TN,Montgomery,NASHVILLE TENNESSEE
37043,Clarksville,TN,Montgomery,NASHVILLE TENNESSEE
37044,Clarksville,TN,Montgomery,NASHVILLE TENNESSEE
37046,College Grove,TN,Williamson,NASHVILLE TENNESSEE
37047,Cornersville,TN,Marshall,NASHVILLE TENNESSEE
37048,Cottontown,TN,Sumner,NASHVILLE TENNESSEE
37049,Cross Plains,TN,Robertson,NASHVILLE TENNESSEE
37050,Cumberland City,TN,Stewart,NASHVILLE TENNESSEE
37051,Cumberland Furnace,TN,Dickson,NASHVILLE TENNESSEE
37052,Cunningham,TN,Montgomery,NASHVILLE TENNESSEE
37055,Dickson,TN,Dickson,NASHVILLE TENNESSEE
37056,Dickson,TN,Dickson,NASHVILLE TENNESSEE
37057,Dixon Springs,TN,Smith,NASHVILLE TENNESSEE
37058,Dover,TN,Stewart,NASHVILLE TENNESSEE
37059,Dowelltown,TN,Dekalb,NASHVILLE TENNESSEE
37060,Eagleville,TN,Rutherford,NASHVILLE TENNESSEE
37061,Erin,TN,Houston,NASHVILLE TENNESSEE
37062,Fairview,TN,Williamson,NASHVILLE TENNESSEE
37063,Fosterville,TN,Rutherford,NASHVILLE TENNESSEE
37064,Franklin,TN,Williamson,NASHVILLE TENNESSEE
37065,Franklin,TN,Williamson,NASHVILLE TENNESSEE
37066,Gallatin,TN,Sumner,NASHVILLE TENNESSEE
37067,Franklin,TN,Williamson,NASHVILLE TENNESSEE
37068,Franklin,TN,Williamson,NASHVILLE TENNESSEE
37069,Franklin,TN,Williamson,NASHVILLE TENNESSEE
37070,Goodlettsville,TN,Davidson,NASHVILLE TENNESSEE
37071,Gladeville,TN,Wilson,NASHVILLE TENNESSEE
37072,Goodlettsville,TN,Davidson,NASHVILLE TENNESSEE
37073,Greenbrier,TN,Robertson,NASHVILLE TENNESSEE
37074,Hartsville,TN,Trousdale,NASHVILLE TENNESSEE
37075,Hendersonville,TN,Sumner,NASHVILLE TENNESSEE
37076,Hermitage,TN,Davidson,NASHVILLE TENNESSEE
37077,Hendersonville,TN,Sumner,NASHVILLE TENNESSEE
37078,Hurricane Mills,TN,Humphreys,NASHVILLE TENNESSEE
37079,Indian Mound,TN,Stewart,NASHVILLE TENNESSEE
37080,Joelton,TN,Davidson,NASHVILLE TENNESSEE
37082,Kingston Springs,TN,Cheatham,NASHVILLE TENNESSEE
37083,Lafayette,TN,Macon,NASHVILLE TENNESSEE
37085,Lascassas,TN,Rutherford,NASHVILLE TENNESSEE
37086,La Vergne,TN,Rutherford,NASHVILLE TENNESSEE
37087,Lebanon,TN,Wilson,NASHVILLE TENNESSEE
37088,Lebanon,TN,Wilson,NASHVILLE TENNESSEE
37089,La Vergne,TN,Rutherford,NASHVILLE TENNESSEE
37090,Lebanon,TN,Wilson,NASHVILLE TENNESSEE
37091,Lewisburg,TN,Marshall,NASHVILLE TENNESSEE
37095,Liberty,TN,Dekalb,NASHVILLE TENNESSEE
37096,Linden,TN,Perry,NASHVILLE TENNESSEE
37097,Lobelville,TN,Perry,NASHVILLE TENNESSEE
37098,Lyles,TN,Hickman,NASHVILLE TENNESSEE
37101,Mc Ewen,TN,Humphreys,NASHVILLE TENNESSEE
37110,Mc Minnville,TN,Warren,NASHVILLE TENNESSEE
37111,Mc Minnville,TN,Warren,NASHVILLE TENNESSEE
37115,Madison,TN,Davidson,NASHVILLE TENNESSEE
37116,Madison,TN,Davidson,NASHVILLE TENNESSEE
37118,Milton,TN,Rutherford,NASHVILLE TENNESSEE
37119,Mitchellville,TN,Sumner,NASHVILLE TENNESSEE
37121,Mount Juliet,TN,Wilson,NASHVILLE TENNESSEE
37122,Mount Juliet,TN,Wilson,NASHVILLE TENNESSEE
37127,Murfreesboro,TN,Rutherford,NASHVILLE TENNESSEE
37128,Murfreesboro,TN,Rutherford,NASHVILLE TENNESSEE
37129,Murfreesboro,TN,Rutherford,NASHVILLE TENNESSEE
37130,Murfreesboro,TN,Rutherford,NASHVILLE TENNESSEE
37131,Murfreesboro,TN,Rutherford,NASHVILLE TENNESSEE
37132,Murfreesboro,TN,Rutherford,NASHVILLE TENNESSEE
37133,Murfreesboro,TN,Rutherford,NASHVILLE TENNESSEE
37134,New Johnsonville,TN,Humphreys,NASHVILLE TENNESSEE
37135,Nolensville,TN,Williamson,NASHVILLE TENNESSEE
37136,Norene,TN,Wilson,NASHVILLE TENNESSEE
37137,Nunnelly,TN,Hickman,NASHVILLE TENNESSEE
37138,Old Hickory,TN,Davidson,NASHVILLE TENNESSEE
37140,Only,TN,Hickman,NASHVILLE TENNESSEE
37141,Orlinda,TN,Robertson,NASHVILLE TENNESSEE
37142,Palmyra,TN,Montgomery,NASHVILLE TENNESSEE
37143,Pegram,TN,Cheatham,NASHVILLE TENNESSEE
37144,Petersburg,TN,Lincoln,"HUNTSVILLE DECATUR FLORENCE, ALABAMA"
37145,Pleasant Shade,TN,Smith,NASHVILLE TENNESSEE
37146,Pleasant View,TN,Cheatham,NASHVILLE TENNESSEE
37147,Pleasantville,TN,Hickman,NASHVILLE TENNESSEE
37148,Portland,TN,Sumner,NASHVILLE TENNESSEE
37149,Readyville,TN,Cannon,NASHVILLE TENNESSEE
37150,Red Boiling Springs,TN,Macon,NASHVILLE TENNESSEE
37151,Riddleton,TN,Smith,NASHVILLE TENNESSEE
37152,Ridgetop,TN,Robertson,NASHVILLE TENNESSEE
37153,Rockvale,TN,Rutherford,NASHVILLE TENNESSEE
37155,Saint Bethlehem,TN,Montgomery,NASHVILLE TENNESSEE
37160,Shelbyville,TN,Bedford,NASHVILLE TENNESSEE
37161,Shelbyville,TN,Bedford,NASHVILLE TENNESSEE
37162,Shelbyville,TN,Bedford,NASHVILLE TENNESSEE
37165,Slayden,TN,Dickson,NASHVILLE TENNESSEE
37166,Smithville,TN,Dekalb,NASHVILLE TENNESSEE
37167,Smyrna,TN,Rutherford,NASHVILLE TENNESSEE
37171,Southside,TN,Montgomery,NASHVILLE TENNESSEE
37172,Springfield,TN,Robertson,NASHVILLE TENNESSEE
37174,Spring Hill,TN,Maury,NASHVILLE TENNESSEE
37175,Stewart,TN,Houston,NASHVILLE TENNESSEE
37178,Tennessee Ridge,TN,Houston,NASHVILLE TENNESSEE
37179,Thompsons Station,TN,Williamson,NASHVILLE TENNESSEE
37180,Unionville,TN,Bedford,NASHVILLE TENNESSEE
37181,Vanleer,TN,Dickson,NASHVILLE TENNESSEE
37183,Wartrace,TN,Bedford,NASHVILLE TENNESSEE
37184,Watertown,TN,Wilson,NASHVILLE TENNESSEE
37185,Waverly,TN,Humphreys,NASHVILLE TENNESSEE
37186,Westmoreland,TN,Sumner,NASHVILLE TENNESSEE
37187,White Bluff,TN,Dickson,NASHVILLE TENNESSEE
37188,White House,TN,Robertson,NASHVILLE TENNESSEE
37189,Whites Creek,TN,Davidson,NASHVILLE TENNESSEE
37190,Woodbury,TN,Cannon,NASHVILLE TENNESSEE
37191,Woodlawn,TN,Montgomery,NASHVILLE TENNESSEE
37201,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37202,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37203,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37204,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37205,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37206,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37207,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37208,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37209,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37210,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37211,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37212,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37213,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37214,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37215,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37216,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37217,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37218,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37219,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37220,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37221,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37222,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37224,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37227,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37228,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37229,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37230,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37232,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37234,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37235,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37236,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37237,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37238,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37239,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37240,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37241,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37242,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37243,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37244,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37245,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37246,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37247,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37248,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37249,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37250,Nashville,TN,Davidson,NASHVILLE TENNESSEE
37301,Altamont,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37302,Apison,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37303,Athens,TN,McMinn,"CHATTANOOGA, TENNESSEE"
37304,Bakewell,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37305,Beersheba Springs,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37306,Belvidere,TN,Franklin,NASHVILLE TENNESSEE
37307,Benton,TN,Polk,"CHATTANOOGA, TENNESSEE"
37308,Birchwood,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37309,Calhoun,TN,McMinn,"CHATTANOOGA, TENNESSEE"
37310,Charleston,TN,Bradley,"CHATTANOOGA, TENNESSEE"
37311,Cleveland,TN,Bradley,"CHATTANOOGA, TENNESSEE"
37312,Cleveland,TN,Bradley,"CHATTANOOGA, TENNESSEE"
37313,Coalmont,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37314,Cokercreek,TN,Monroe,"KNOXVILLE, TENNESSEE"
37315,Collegedale,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37316,Conasauga,TN,Polk,"CHATTANOOGA, TENNESSEE"
37317,Copperhill,TN,Polk,"CHATTANOOGA, TENNESSEE"
37318,Cowan,TN,Franklin,NASHVILLE TENNESSEE
37320,Cleveland,TN,Bradley,"CHATTANOOGA, TENNESSEE"
37321,Dayton,TN,Rhea,"CHATTANOOGA, TENNESSEE"
37322,Decatur,TN,Meigs,"CHATTANOOGA, TENNESSEE"
37323,Cleveland,TN,Bradley,"CHATTANOOGA, TENNESSEE"
37324,Decherd,TN,Franklin,NASHVILLE TENNESSEE
37325,Delano,TN,Polk,"CHATTANOOGA, TENNESSEE"
37326,Ducktown,TN,Polk,"CHATTANOOGA, TENNESSEE"
37327,Dunlap,TN,Sequatchie,"CHATTANOOGA, TENNESSEE"
37328,Elora,TN,Lincoln,"HUNTSVILLE DECATUR FLORENCE, ALABAMA"
37329,Englewood,TN,McMinn,"CHATTANOOGA, TENNESSEE"
37330,Estill Springs,TN,Franklin,NASHVILLE TENNESSEE
37331,Etowah,TN,McMinn,"CHATTANOOGA, TENNESSEE"
37332,Evensville,TN,Rhea,"CHATTANOOGA, TENNESSEE"
37333,Farner,TN,Polk,"CHATTANOOGA, TENNESSEE"
37334,Fayetteville,TN,Lincoln,"HUNTSVILLE DECATUR FLORENCE, ALABAMA"
37335,Flintville,TN,Lincoln,"HUNTSVILLE DECATUR FLORENCE, ALABAMA"
37336,Georgetown,TN,Meigs,"CHATTANOOGA, TENNESSEE"
37337,Grandview,TN,Rhea,"CHATTANOOGA, TENNESSEE"
37338,Graysville,TN,Rhea,"CHATTANOOGA, TENNESSEE"
37339,Gruetli Laager,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37340,Guild,TN,Marion,"CHATTANOOGA, TENNESSEE"
37341,Harrison,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37342,Hillsboro,TN,Coffee,NASHVILLE TENNESSEE
37343,Hixson,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37345,Huntland,TN,Franklin,NASHVILLE TENNESSEE
37347,Jasper,TN,Marion,"CHATTANOOGA, TENNESSEE"
37348,Kelso,TN,Lincoln,"HUNTSVILLE DECATUR FLORENCE, ALABAMA"
37349,Manchester,TN,Coffee,NASHVILLE TENNESSEE
37350,Lookout Mountain,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37351,Lupton City,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37352,Lynchburg,TN,Moore,NASHVILLE TENNESSEE
37353,Mc Donald,TN,Bradley,"CHATTANOOGA, TENNESSEE"
37354,Madisonville,TN,Monroe,"KNOXVILLE, TENNESSEE"
37355,Manchester,TN,Coffee,NASHVILLE TENNESSEE
37356,Monteagle,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37357,Morrison,TN,Warren,NASHVILLE TENNESSEE
37359,Mulberry,TN,Lincoln,"HUNTSVILLE DECATUR FLORENCE, ALABAMA"
37360,Normandy,TN,Bedford,NASHVILLE TENNESSEE
37361,Ocoee,TN,Polk,"CHATTANOOGA, TENNESSEE"
37362,Oldfort,TN,Polk,"CHATTANOOGA, TENNESSEE"
37363,Ooltewah,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37364,Cleveland,TN,Bradley,"CHATTANOOGA, TENNESSEE"
37365,Palmer,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37366,Pelham,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37367,Pikeville,TN,Bledsoe,"CHATTANOOGA, TENNESSEE"
37369,Reliance,TN,Polk,"CHATTANOOGA, TENNESSEE"
37370,Riceville,TN,McMinn,"CHATTANOOGA, TENNESSEE"
37371,Athens,TN,McMinn,"CHATTANOOGA, TENNESSEE"
37372,Saint Andrews,TN,Franklin,NASHVILLE TENNESSEE
37373,Sale Creek,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37374,Sequatchie,TN,Marion,"CHATTANOOGA, TENNESSEE"
37375,Sewanee,TN,Franklin,NASHVILLE TENNESSEE
37376,Sherwood,TN,Franklin,NASHVILLE TENNESSEE
37377,Signal Mountain,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37378,Smartt,TN,Warren,NASHVILLE TENNESSEE
37379,Soddy Daisy,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37380,South Pittsburg,TN,Marion,"CHATTANOOGA, TENNESSEE"
37381,Spring City,TN,Rhea,"CHATTANOOGA, TENNESSEE"
37382,Summitville,TN,Coffee,NASHVILLE TENNESSEE
37383,Sewanee,TN,Franklin,NASHVILLE TENNESSEE
37384,Soddy Daisy,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37385,Tellico Plains,TN,Monroe,"KNOXVILLE, TENNESSEE"
37387,Tracy City,TN,Grundy,"CHATTANOOGA, TENNESSEE"
37388,Tullahoma,TN,Coffee,NASHVILLE TENNESSEE
37389,Arnold Afb,TN,Coffee,NASHVILLE TENNESSEE
37391,Turtletown,TN,Polk,"CHATTANOOGA, TENNESSEE"
37394,Viola,TN,Warren,NASHVILLE TENNESSEE
37395,Watts Bar Dam,TN,Rhea,"CHATTANOOGA, TENNESSEE"
37396,Whiteside,TN,Marion,"CHATTANOOGA, TENNESSEE"
37397,Whitwell,TN,Sequatchie,"CHATTANOOGA, TENNESSEE"
37398,Winchester,TN,Franklin,NASHVILLE TENNESSEE
37401,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37402,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37403,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37404,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37405,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37406,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37407,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37408,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37409,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37410,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37411,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37412,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37414,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37415,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37416,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
37419,Chattanooga,TN,Hamilton,"CHATTANOOGA, TENNESSEE"
